hotel_uid,review_uid,additional_scoring,flag_processed,flag_validated,negative_review,negative_review_words,positive_review,positive_review_words,reviewer_nationality,reviewer_reviews_count,reviewer_score
85dccf52-b681-43b7-9f18-8c0a977887da,04c4ee00-2b69-11b2-8080-808080808080,428,,, Check In There is a large open plan lobby and a large desk in the middle It s a little like an Apple Store in the way they try and manage guests but with so many internationals it can get confusing Very dissapointed that our room was not ready for over 90 minutes after we were supposed to check in Very dissapointed that a bottle ordered to be placed in the room was charged for but upon arrival was not available Could have gor in touch and I could have made changes as it happed a birthday treat was instead cancelled ,103, After driving for 8 hours we were looking to getting into our room at 14 00 the agreed check in time Room was not ready for another 90 minutes we were given a free dink in the bar after the third attempt to check in The view was great but you did have to crane your neck slighty to get around the obstrctions 9th Floor As a birthday treat I had ordered a bottle of champange to be placed in the room This was charged for in advance 105 Euros No bottle in room and none in stock could have told me in advance before arrival We were fortunate with parking parking straight outside the hotel entrance There is a public car park nearby underground and secure and costs 35 Euros per day Breakfast was a treat Overall this is a busy executive hotel The staff are generally friendly and courteous apart from the one who tried to Upsell our Deluxe Double Room to the Pullman Suite at 10x the price Would stay here again but would look at others before booking ,184, United Kingdom ,6,6.7
85dccf52-b681-43b7-9f18-8c0a977887da,62d04e00-2b63-11b2-8080-808080808080,428,,, nothing ,3, super spacious very clean super location,7, Ireland ,2,9.6
85dccf52-b681-43b7-9f18-8c0a977887da,ba0d2f00-2b57-11b2-8080-808080808080,428,,, staff not all too friendly,6, everything breakfast amazing beds fabulous view fantastic ,9, United States of America ,3,10.0
85dccf52-b681-43b7-9f18-8c0a977887da,1c927700-2b55-11b2-8080-808080808080,428,,,No Negative,0, Excellent ,3, Sweden ,2,10.0
85dccf52-b681-43b7-9f18-8c0a977887da,e19d0700-2b4f-11b2-8080-808080808080,428,,,No Negative,0, Apart from the price you cannot fault this hotel for anything But saying that their clientele are the type that would afford such a price The staff were amazing and really did try go out of their way to make your stay enjoyable We had one of the Eiffel tower view rooms and words cannot describe how great this room was the view over the field across the road and then through to the tower on the right is exceptional The amenities were great and they offered loads of free movies and tv to watch the breakfast were excellent and offered something for all tastes I really do enjoy a breakfast buffet that also has a chef to cook you a nice fresh omelette And location just steps from the Eiffel tower Another plus was the wifi was the best we had on our whole trip around Europe Thank You Pullman Paris Eiffel Tower for a great stay ,160, South Africa ,13,9.2
85dccf52-b681-43b7-9f18-8c0a977887da,cfb56700-2b43-11b2-8080-808080808080,428,,, Wish there were more English speaking stations on tv like CNN BBC was the main choice The ac fan wasn t working It was a warm room We just used the window to cool down the room It was shoulder season so maybe only the heat worked but Paris was warm while we were there ,57, The staff view from our room nice restaurant ,10, United States of America ,11,8.3
85dccf52-b681-43b7-9f18-8c0a977887da,5d9d1600-2b3d-11b2-8080-808080808080,428,,, GYM FACILITIES COULD BE BETTE,6, Room was excellent Love the view and location was just perfect Internet connection was super fast and room facilities was top notch ,24, Malaysia ,1,9.6
85dccf52-b681-43b7-9f18-8c0a977887da,c0225e00-2b3a-11b2-8080-808080808080,428,,, The shower water was luke warm The room initially had a strange smell The hotel staff are not the friendliest ,22, Loved the location The chef who made the omlette was great The frame resturant is good too The fitness room was good ,24, South Africa ,5,7.5
85dccf52-b681-43b7-9f18-8c0a977887da,54a94600-2b37-11b2-8080-808080808080,428,,,No Negative,0, Staff are very helpfull ,6, United Arab Emirates ,12,7.9
85dccf52-b681-43b7-9f18-8c0a977887da,e4b64600-2b30-11b2-8080-808080808080,428,,, The lack of choice in the restaurant and at breakfast,11, How close the hotel was to the Eifell Tower The view from the hotel room ,17, United Kingdom ,1,9.6
85dccf52-b681-43b7-9f18-8c0a977887da,acbcc600-2b2d-11b2-8080-808080808080,428,,,No Negative,0, So close to Eiffel Tower,6, Germany ,2,8.3
85dccf52-b681-43b7-9f18-8c0a977887da,6bcf7600-2b24-11b2-8080-808080808080,428,,, Quite Expensive,3, Perfect Location for tourist attractions Eiffel Tower is 1 minutes walk away ,14, United Kingdom ,1,9.2
85dccf52-b681-43b7-9f18-8c0a977887da,59113700-2b16-11b2-8080-808080808080,428,,, Service was very slow and poor Kitchen closes at 11 pm which is early,15, The receptionist on our check in was welcoming and nice to us The location was perfect,17, United States of America ,3,7.5
85dccf52-b681-43b7-9f18-8c0a977887da,54974f00-2b13-11b2-8080-808080808080,428,,, 1 Breakfast dishes are simply dirty 2 Room cleaning is unacceptable and even dirty cups have been left on a table 3 Absolutely no help with a meeting at the door and a luggage 4 Bath is simply dirty and unkept 5 Staff is neither polite nor proactive,49, The bed and pillows are good the gym is nice but otherwise ,14, Russia ,3,4.2
85dccf52-b681-43b7-9f18-8c0a977887da,ec1a2700-2b11-11b2-8080-808080808080,428,,, Breakfast It was repetitive since we are staying for 3 nights we expect varieties in the menu,18, Location,2, Indonesia ,2,6.7
85dccf52-b681-43b7-9f18-8c0a977887da,e91e3700-2b0f-11b2-8080-808080808080,428,,, The walls are really thin we could hear the couples either side of us talking all night,18, Everything was good,4, United Kingdom ,1,9.2
85dccf52-b681-43b7-9f18-8c0a977887da,4ba37f00-2b0d-11b2-8080-808080808080,428,,, weird smell in the room,6, great location friendly staff,5, Jordan ,1,9.2
85dccf52-b681-43b7-9f18-8c0a977887da,5fcdbf00-2af8-11b2-8080-808080808080,428,,,No Negative,0, Everything is great,4, Oman ,3,10.0
85dccf52-b681-43b7-9f18-8c0a977887da,2a28d600-2af8-11b2-8080-808080808080,428,,,No Negative,0, The location is perfect ,6, Australia ,7,8.3
85dccf52-b681-43b7-9f18-8c0a977887da,f6a93e00-2af7-11b2-8080-808080808080,428,,, none,2, all,2, Malaysia ,4,9.6
85dccf52-b681-43b7-9f18-8c0a977887da,c1abae00-2af6-11b2-8080-808080808080,428,,,No Negative,0, Amazing place view stuff foods,6, Czech Republic ,2,10.0
85dccf52-b681-43b7-9f18-8c0a977887da,7c447600-2aea-11b2-8080-808080808080,428,,,No Negative,0, Location location location ,5, United States of America ,8,10.0
85dccf52-b681-43b7-9f18-8c0a977887da,13c74e00-2ae9-11b2-8080-808080808080,428,,, 2 lifts broke down on Sunday morning which was a real problem especially as I had a child in a buggie a very long wait 3 staff at reception is not enough people for a hotel as busy as the pullman Had to wait too long to check in check out and get queries answered ,57, Location was superb and room was wonderful Couldn t fault it ,13, United Kingdom ,1,9.2
85dccf52-b681-43b7-9f18-8c0a977887da,e047b600-2ae8-11b2-8080-808080808080,428,,, check in and out is awfully slow when they say balcony view is really balcony view sideways i mean there are maybe a couple of rooms that have direct balcony view to the eifell tower The images that show on booking are not what you are getting ,49, staff is multilingue and very nice it is very close to the tower so it is very central to get anywhere my wife enjoyed having nespresso at the room,30, Portugal ,40,8.3
ca830a02-00e8-4e58-933b-37d5a0b06a06,e924d600-2b78-11b2-8080-808080808080,1427,,, Lighting was poor I was a bride getting married at the venue and wasn t given a suite after being told a few hours before that I would get it It was disappointing to not get the suite but even more disappointing to know that I didn t even get one of the rooms with better lighting on the other side which should have been common sense to the hotel ,72, The room was spacious and comfortable ,8, United Kingdom ,1,7.5
ca830a02-00e8-4e58-933b-37d5a0b06a06,e1aefe00-2b73-11b2-8080-808080808080,1427,,, No dressing gown slippers Bathroom dated No please make up my room sign so had to ask for service one day and woken 8am another,26, Bed ice gym view,5, United Kingdom ,3,7.1
ca830a02-00e8-4e58-933b-37d5a0b06a06,62d04e00-2b63-11b2-8080-808080808080,1427,,, No dislikes,3, Everything from location to the room And staff where excellent,11, United Kingdom ,8,10.0
ca830a02-00e8-4e58-933b-37d5a0b06a06,c0050f00-2b5b-11b2-8080-808080808080,1427,,, Air con didn t feel like it was working as well was quite chilly,15, The view as well as the layout and comfort of room was great Staff was very helpful and polite ,21, United Kingdom ,1,9.6
ca830a02-00e8-4e58-933b-37d5a0b06a06,169a9700-2b51-11b2-8080-808080808080,1427,,, Someone trying to enter our room hours before check out however this was resolved quickly by the hotel staff,20, The room was fantastic and the swimming pool was perfect,11, United Kingdom ,1,8.8
ca830a02-00e8-4e58-933b-37d5a0b06a06,489c3700-2b50-11b2-8080-808080808080,1427,,, Bed had hairs on it Car park bit of a distance from the hotel ,16, Nice room Conplimentary late check out ,8, United Kingdom ,1,9.2
ca830a02-00e8-4e58-933b-37d5a0b06a06,dd231f00-2b4c-11b2-8080-808080808080,1427,,,No Negative,0, Very clean and comfortable,5, United Kingdom ,10,10.0
ca830a02-00e8-4e58-933b-37d5a0b06a06,0c28cf00-2b4a-11b2-8080-808080808080,1427,,, breakfast was rubbish,4, The bed was ok TV did not work too well we had t re boot it ,18, United Kingdom ,1,6.7
ca830a02-00e8-4e58-933b-37d5a0b06a06,6a342f00-2b44-11b2-8080-808080808080,1427,,, Disappointed that the Sky Bar closed early despite being told several times that it would be open after dinner ,21, Lovely room great meal in the restaurant and ideal location for Wembley Stadium ,15, United Kingdom ,3,8.8
ca830a02-00e8-4e58-933b-37d5a0b06a06,f81bde00-2b3d-11b2-8080-808080808080,1427,,, The very uncomfortable hard beds For the price paid I expect comfort and could not sleep ,18, The location of the hotel and friendly staff ,10, United Kingdom ,2,7.1
ca830a02-00e8-4e58-933b-37d5a0b06a06,bea46600-2b39-11b2-8080-808080808080,1427,,, 350 per night and extra 16 each for breakfast Room looked out at a corrugated metal wall when I asked for a better view I was told we would have to pay more Restaurants couldn t cope with demand Food was poor quality Extra charge for wifi in room ,51, Location,2, United Kingdom ,8,6.7
ca830a02-00e8-4e58-933b-37d5a0b06a06,0dc41600-2b2a-11b2-8080-808080808080,1427,,, price of drinks at the bar,7, cleanliness quality of food great,6, United Kingdom ,1,9.6
ca830a02-00e8-4e58-933b-37d5a0b06a06,da447e00-2b29-11b2-8080-808080808080,1427,,, View Our hotel room overlooked the air conditioning unit it was a lovely sunny day so would have been nice to have a better view from the room ,30, The staff were brilliant polite and very helpful There was a great atmosphere in the hotel and nothing was ever too much for them to do ,28, United Kingdom ,1,10.0
ca830a02-00e8-4e58-933b-37d5a0b06a06,d8c68600-2b28-11b2-8080-808080808080,1427,,, Nothing,2, Location,2, United Kingdom ,17,7.9
ca830a02-00e8-4e58-933b-37d5a0b06a06,71c75600-2b28-11b2-8080-808080808080,1427,,,No Negative,0, Location and room was perfect The staff were very friendly and made us feel very welcomed ,18, United Kingdom ,1,10.0
ca830a02-00e8-4e58-933b-37d5a0b06a06,a0cd0600-2b25-11b2-8080-808080808080,1427,,, Not enough staff in bar area Waited for 40 minutes to get served Bars closed at 1pm The manager must have known the hotel was full and did not resource correctly I would not stay there in future ,40, Staff generally friendly,4, United Kingdom ,85,5.0
ca830a02-00e8-4e58-933b-37d5a0b06a06,384fde00-2b24-11b2-8080-808080808080,1427,,, A little pricey but worth it ,8, Such a brilliant location for Wembley unbelievable rooftop bar overlooking the stadium I would book this hotel every time I visited the stadium ,25, United Kingdom ,3,9.6
ca830a02-00e8-4e58-933b-37d5a0b06a06,2dde1600-2b1d-11b2-8080-808080808080,1427,,,No Negative,0, What s not to like ,7, United Kingdom ,6,10.0
ca830a02-00e8-4e58-933b-37d5a0b06a06,c560ee00-2b1b-11b2-8080-808080808080,1427,,, No facilities for ROBES which isn t big deal,10, Friendly staff very polite well trained very helpful and unbiased Excellent location Lovely breakfast with vast menu many hotels should learn from this Would definitely visit again ,29, Ireland ,2,9.6
ca830a02-00e8-4e58-933b-37d5a0b06a06,8994df00-2b14-11b2-8080-808080808080,1427,,,No Negative,0, The close proximity to Wembley Stadium for our stadium tour Parking special price through hotel and not far from The Designer Outlet shopping centre cineworld ,27, United Kingdom ,4,10.0
ca830a02-00e8-4e58-933b-37d5a0b06a06,4a258700-2b0c-11b2-8080-808080808080,1427,,, 1 Safe in room wasn t working 2 Very poor slow service in the Legends bar at one point there were people waiting for nearly 15 minutes to be served and there was only one barman present around midnight Also as reported to hotel management there were some very dodgy practices going on especially by one bar man I have the name and time of this on receipt that is adding 10 service charge automatically and then not explaining why it was being added nor giving the opportunity for it to be removed even though it should be discretionary Further he rounded up the bill so he said that s 8 50 gave change of 1 50 when the bill said 8 25 in other words a nice little earner for him if he did that each time throughout the night ,143, The location is fantastic for events at the Stadium and Arena Easy access into Central London Service by majority of the staff there was very good ,28, United Kingdom ,4,7.9
